dataset,dc_nrmse,fail_reason,h2_amp_err,h2_live_fraction,h2_phase_err,h2_weak,h3_amp_err,h3_live_fraction,h3_peak_shift,h3_phase_err,h3_weak,h4_amp_err,h4_live_fraction,h4_phase_err,h4_weak,p_E0_eff,p_gamma,p_k0,p_kf,sample,status,total_nrmse,verdict
FT3,1.3614816234397485e-06,,1.5651694406750823e-05,0.9558391369107524,0.0003487767394365626,0,8.297471281494879e-05,0.9976651503562659,0.0,0.0013982510714971585,0,0.00026591766121306315,0.9953303007125317,0.008298452012402091,0,1.3977065394166859,8.62839668031143e-10,1.0748096219198946,996043.963907312,11,ok,1.4863873486951846e-05,PASS
FT4,7.696508120517919e-07,,8.972243545342115e-06,0.9909637339142362,0.00023831535628593414,0,7.814510840595346e-05,0.995965952640284,0.0,0.001886620420583851,0,0.00018265618034533614,0.9983057001089193,0.0035623763952163934,0,1.3977065394166859,8.62839668031143e-10,1.0748096219198946,996043.963907312,11,ok,2.191975193842262e-06,PASS
FT8,1.3986016985166611e-06,,1.3214053051042914e-05,0.9798173780708747,0.0005267591570712327,0,7.107428910661242e-05,0.9927530980505834,0.0,0.0031989963577987446,0,0.00022396524694791631,0.99826074353214,0.005703773524316391,0,1.3977065394166859,8.62839668031143e-10,1.0748096219198946,996043.963907312,11,ok,1.1575354291449409e-05,PASS
FT2,2.2149989115649897e-07,,2.3319500845499802e-06,1.0,1.723484213700388e-05,0,1.1579096623917738e-05,0.9987727592797505,0.0,0.00010920554338156307,0,2.0596671839234782e-05,0.993682728095765,0.0006047943723353489,0,1.4256365034263583,2.104320130525875e-10,2468.292646335109,22848.68742110578,12,ok,3.037961150580092e-06,PASS
FT3,2.5771089277501445e-07,,3.2282757636519332e-06,1.0,1.373059885647829e-05,0,1.0808679055661033e-05,0.9916670021335695,0.0,0.0004895124909349846,0,2.4755838571779564e-05,0.9982689907813695,0.00030398809563525475,0,1.4256365034263583,2.104320130525875e-10,2468.292646335109,22848.68742110578,12,ok,5.527588122258639e-06,PASS
FT4,2.449664756792493e-08,,2.0965391010468147e-06,1.0,4.43537102423619e-06,0,6.515194117308343e-06,0.9981443382145306,0.0,0.00017319716878755329,0,2.2442771148022947e-05,0.9981846786881278,0.0004404156566371054,0,1.4256365034263583,2.104320130525875e-10,2468.292646335109,22848.68742110578,12,ok,1.094471830979415e-07,PASS
FT8,2.925878879654501e-07,,3.1307999914235434e-06,1.0,2.4018255758484486e-05,0,9.050784874970846e-06,0.9868468729618088,0.0,0.0004612271976272009,0,2.1172138066523424e-05,0.9969200666714979,0.000514416288608377,0,1.4256365034263583,2.104320130525875e-10,2468.292646335109,22848.68742110578,12,ok,4.316575805339913e-06,PASS
FT2,0.00014261487558374887,h2_amp=0.0323;h2_phase=0.1533;h3_amp=0.0652;h3_phase=1.0287;h4_phase=2.0673,0.03227904634897987,1.0,0.15326191735237238,0,0.06515930974370539,0.9996982194950206,0.0,1.028738701264306,0,0.0935037058075615,0.9935821345941053,2.067259461907693,0,1.7067298070993275,2.699146530958819e-12,0.42048270249885256,130.45297126750717,13,ok,0.0006902946076459091,FAIL
FT3,0.000488050998664348,h2_phase=0.0568;h3_phase=0.1975;h4_phase=0.4178,0.007821462517691172,1.0,0.05682269194628109,0,0.014559039405215713,1.0,0.0,0.19752198846667057,0,0.01789128789631813,1.0,0.417785488695803,0,1.7067298070993275,2.699146530958819e-12,0.42048270249885256,130.45297126750717,13,ok,0.002563951563910256,FAIL
FT4,0.00017937509968351644,h2_phase=0.2966;h3_amp=0.0605;h3_phase=0.8259;h4_phase=3.1334,0.0264905635705481,1.0,0.29660384986096106,0,0.0605349368204544,0.9973778692161845,0.0,0.8259009952816677,0,0.093264569501866,0.9918915648069708,3.133362877034994,0,1.7067298070993275,2.699146530958819e-12,0.42048270249885256,130.45297126750717,13,ok,0.0005458277678155586,FAIL
