sample,harmonic,lsoda_success,cn_success,lsoda_time_s,cn_time_s,current_nrmse,dc_nrmse,global_relative_strength,global_resolved,lockin_relative_strength,lockin_resolved,global_amplitude_relative_error,global_phase_error_rad,lockin_amplitude_nrmse,lockin_phase_rmse_rad,peak_shift_v
15,2,True,True,5.238740836999995,0.10171205599999666,2.291225556103014e-05,6.429047841659312e-07,0.28049151269151174,True,0.2909257993391215,True,6.412186549166438e-06,2.3468274017446333e-06,1.8713640945846038e-05,0.0002581310060732385,0.0
15,3,True,True,5.238740836999995,0.10171205599999666,2.291225556103014e-05,6.429047841659312e-07,0.05129624387081601,True,0.0419391285384066,True,3.774346131461634e-05,5.611766793034434e-05,0.00019484511254585571,0.0005103190952063499,0.0
15,4,True,True,5.238740836999995,0.10171205599999666,2.291225556103014e-05,6.429047841659312e-07,0.009236418308927992,False,0.024232454511331665,True,0.0005059001177223042,0.00020584772707454846,0.00023717918532937033,0.00043013215912092554,0.0
15,5,True,True,5.238740836999995,0.10171205599999666,2.291225556103014e-05,6.429047841659312e-07,0.0020797136497193378,False,0.014601567186105485,False,0.0011279916691343365,8.812126702784083e-05,0.0003979511882399873,0.0020624179811863947,0.0
15,6,True,True,5.238740836999995,0.10171205599999666,2.291225556103014e-05,6.429047841659312e-07,0.0006757655001286506,False,0.009294624049761457,False,0.001969451666986039,0.00019434859677969207,0.000692524309321141,0.007360763309952584,0.0
15,7,True,True,5.238740836999995,0.10171205599999666,2.291225556103014e-05,6.429047841659312e-07,0.0002599304329144027,False,0.00784328213263708,False,0.0024441688439614017,0.00162906402172025,0.0009367072235262838,0.004650878500330808,0.0
16,1,True,True,7.4927972240000145,0.10687802299997884,0.0004431159921741326,2.3309020170365008e-06,1.0,True,1.0,True,0.00015082080780636943,8.54940186192088e-05,0.00010028837130068874,9.095458607153482e-05,0.0
16,2,True,True,7.4927972240000145,0.10687802299997884,0.0004431159921741326,2.3309020170365008e-06,0.2094427718164261,True,0.6185600886529911,True,0.0005985026916650422,0.0003464643010848701,0.00038098830621714454,0.00025086719459620113,0.0
16,3,True,True,7.4927972240000145,0.10687802299997884,0.0004431159921741326,2.3309020170365008e-06,0.06919075840694072,True,0.4449364969739774,True,0.0007257831097656567,0.0007092307229777939,0.0006287658410975333,0.0005282518873908068,0.0
16,4,True,True,7.4927972240000145,0.10687802299997884,0.0004431159921741326,2.3309020170365008e-06,0.02118938099206261,True,0.31617516518169936,True,0.0013850079735450145,0.0003253970391688954,0.0011430150635276307,0.0009765514692665945,0.0
16,5,True,True,7.4927972240000145,0.10687802299997884,0.0004431159921741326,2.3309020170365008e-06,0.003331069912164177,False,0.21181328663152077,True,0.0015391533439775653,0.0017797265789951668,0.0015249323218120797,0.0015593865189527539,0.0
16,6,True,True,7.4927972240000145,0.10687802299997884,0.0004431159921741326,2.3309020170365008e-06,0.0008963950209735166,False,0.14437573717265703,True,0.0019245985565857432,0.0003770674194640833,0.002351168838448549,0.002777978427633769,0.0
16,7,True,True,7.4927972240000145,0.10687802299997884,0.0004431159921741326,2.3309020170365008e-06,0.00034742286050470727,False,0.10527628239313687,True,0.002953877005101257,0.0007921661575800432,0.003119980377710288,0.0040123475544852905,0.0
17,1,True,True,4.395560518999986,0.08708920699999112,0.00022746738219253058,1.4472906565179022e-05,1.0,True,1.0,True,0.00019375802078347643,4.569246372515545e-07,0.00018013303564453994,3.4503948767356344e-05,0.0
17,2,True,True,4.395560518999986,0.08708920699999112,0.00022746738219253058,1.4472906565179022e-05,0.09985349842730369,True,0.07262601277792921,True,0.0001861954049890811,0.00023907896799046924,9.345163523825686e-05,0.038786751093265064,0.0
17,3,True,True,4.395560518999986,0.08708920699999112,0.00022746738219253058,1.4472906565179022e-05,0.056247832267090195,True,0.03218281338842994,True,0.00033250354129396863,0.00048413674106906335,0.00022451707817706238,0.2990857260858957,0.0
17,4,True,True,4.395560518999986,0.08708920699999112,0.00022746738219253058,1.4472906565179022e-05,0.027325963034065592,True,0.01075714346742936,False,0.0013361614616716098,0.0005224008121600399,0.0005349811855872675,0.2106601373571692,0.0
17,5,True,True,4.395560518999986,0.08708920699999112,0.00022746738219253058,1.4472906565179022e-05,0.010720320051223496,False,0.0027141409016813644,False,0.0029761026733003473,0.0012530009029669829,0.002317136318195122,0.14730288554584528,0.0
17,6,True,True,4.395560518999986,0.08708920699999112,0.00022746738219253058,1.4472906565179022e-05,0.0035966682146791325,False,0.000751180330142557,False,0.003501670785804089,0.005391231882343028,0.0084191189314831,0.15191202593383663,0.0
