dataset_id,parameter,metric,n,spearman_rho,pvalue,interpretation
FT8,k0_1,lockin_amplitude_h2,512,0.06440249811171765,0.14561073950272832,association_not_causation
FT8,k0_1,lockin_peak_shift_h1,512,0.21916849605013733,5.496662073341209e-07,association_not_causation
FT8,k0_1,lockin_peak_shift_h2,512,0.11946973619877538,0.006802045587224559,association_not_causation
FT8,k0_1,lockin_phase_h1,512,0.04033959399068448,0.36233718106843765,association_not_causation
FT8,k0_1,lockin_phase_h2,512,0.31404424302766043,3.504048683837696e-13,association_not_causation
FT8,k0_1,lockin_valid_fraction,512,0.0,1.0,association_not_causation
FT8,k0_1,score,512,0.42847620740698755,2.8098930781540752e-24,association_not_causation
FT8,k0_2,dc_nrmse,512,-0.27487963988166764,2.5014643413610746e-10,association_not_causation
FT8,k0_2,global_amplitude_h1,512,0.1653766980235978,0.00017072065784884952,association_not_causation
FT8,k0_2,global_amplitude_h2,512,-0.036827227887069276,0.4056627568828449,association_not_causation
FT8,k0_2,global_phase_h1,512,-0.10837542629404563,0.014147648930495244,association_not_causation
FT8,k0_2,global_phase_h2,512,-0.07183153016674106,0.10448532730353108,association_not_causation
FT8,k0_2,lockin_amplitude_h1,512,0.18005263944679048,4.172679153264508e-05,association_not_causation
FT8,k0_2,lockin_amplitude_h2,512,0.1219565752280244,0.005724848167201806,association_not_causation
FT8,k0_2,lockin_peak_shift_h1,512,-0.21491810064651154,9.171477665282697e-07,association_not_causation
FT8,k0_2,lockin_peak_shift_h2,512,-0.19496054607613858,8.85570016152832e-06,association_not_causation
FT8,k0_2,lockin_phase_h1,512,-0.1554392545290166,0.0004154483839924328,association_not_causation
FT8,k0_2,lockin_phase_h2,512,-0.04697719255330106,0.28870795396052834,association_not_causation
FT8,k0_2,lockin_valid_fraction,512,0.0,1.0,association_not_causation
FT8,k0_2,score,512,0.12912940317656707,0.0034226353385129306,association_not_causation
FT8,k0_3,dc_nrmse,512,-0.4208646974170586,2.1369721170930297e-23,association_not_causation
FT8,k0_3,global_amplitude_h1,512,0.17642601080326387,5.9740109263406605e-05,association_not_causation
FT8,k0_3,global_amplitude_h2,512,0.08974482081344914,0.04237406693396388,association_not_causation
FT8,k0_3,global_phase_h1,512,-0.06748392098968883,0.12726072837391214,association_not_causation
FT8,k0_3,global_phase_h2,512,-0.24142065351735503,3.176849834850045e-08,association_not_causation
FT8,k0_3,lockin_amplitude_h1,512,0.09777413353589452,0.026947904381525584,association_not_causation
FT8,k0_3,lockin_amplitude_h2,512,-0.017704613989311176,0.68940558827241,association_not_causation
FT8,k0_3,lockin_peak_shift_h1,512,-0.22617921272888222,2.3095620020803222e-07,association_not_causation
FT8,k0_3,lockin_peak_shift_h2,512,-0.043312482752513606,0.3280183048573402,association_not_causation
FT8,k0_3,lockin_phase_h1,512,-0.22036103028690449,4.75237684056754e-07,association_not_causation
FT8,k0_3,lockin_phase_h2,512,-0.3515011665865577,2.4616537914674044e-16,association_not_causation
